Date,Type,Treatment,Replicate,Replicate_color,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_(mmol/kgSW),TCO2_(mmol/kgSW),pH,pH_out_TA_DIC,fCO2_out_(matm)_TA_DIC,pCO2_out_(matm)_TA_DIC,HCO3_out_(mmol/kgSW)_TA_DIC,CO3_out_(mmol/kgSW)_TA_DIC,CO2_out_(mmol/kgSW)_TA_DIC,B_Alk_out_(mmol/kgSW)_TA_DIC,OH_out_(mmol/kgSW)_TA_DIC,P_Alk_out_(mmol/kgSW)_TA_DIC,Si_Alk_out_(mmol/kgSW)_TA_DIC,Revelle_out_TA_DIC,WCa_out_TA_DIC,WAr_out_TA_DIC,xCO2_out_(dry_at_1_atm)_(ppm)_TA_DIC,_,pH_out_TA_pH,fCO2_out_(matm)_TA_pH,pCO2_out_(matm)_TA_pH,HCO3_out_(mmol/kgSW)_TA_pH,CO3_out_(mmol/kgSW)_TA_pH,CO2_out_(mmol/kgSW)_TA_pH,B_Alk_out_(mmol/kgSW)_TA_pH,OH_out_(mmol/kgSW)_TA_pH,P_Alk_out_(mmol/kgSW)_TA_pH,Si_Alk_out_(mmol/kgSW)_TA_pH,Revelle_out_TA_pH,WCa_out_TA_pH,WAr_out_TA_pH,xCO2_out_(dry_at_1_atm)_(ppm)_TA_pH,_,pH_out_DIC_pH,fCO2_out_(matm)_DIC_pH,pCO2_out_(matm)_DIC_pH,HCO3_out_(mmol/kgSW)_DIC_pH,CO3_out_(mmol/kgSW)_DIC_pH,CO2_out_(mmol/kgSW)_DIC_pH,B_Alk_out_(mmol/kgSW)_DIC_pH,OH_out_(mmol/kgSW)_DIC_pH,P_Alk_out_(mmol/kgSW)_DIC_pH,Si_Alk_out_(mmol/kgSW)_DIC_pH,Revelle_out_DIC_pH,WCa_out_DIC_pH,WAr_out_DIC_pH,xCO2_out_(dry_at_1_atm)_(ppm)_DIC_pH
5/2/2023,Adults,8,E,,17.1,22.68,9.2,22.93,1698.63,1615.65,7.8086,7.876,505.8,507.6,1528.3,68.3,19.1,32,1.7,0,0,15.785,1.76,1.09,517.4,,7.893,484.3,486,1522.2,70.7,18.2,33.2,1.8,0,0,15.507,1.83,1.13,495.4,,7.893,485.6,487.3,1526.4,70.9,18.3,33.2,1.8,0,0,15.518,1.83,1.13,496.8
5/2/2023,Adults,8,F,,17.1,22.69,9.2,22.92,1701.83,1617.6,7.8088,7.88,501.2,503,1529.7,69,18.9,32.3,1.8,0,0,15.72,1.78,1.1,512.7,,7.893,485.1,486.8,1525.1,70.9,18.3,33.2,1.8,0,0,15.51,1.83,1.13,496.2,,7.893,486.1,487.8,1528.3,71,18.3,33.2,1.8,0,0,15.518,1.83,1.13,497.3
5/2/2023,Adults,7,C,,17.1,22.7,8.85,22.94,1703.55,1684.39,7.5409,7.6,1004,1007.5,1608.5,38.1,37.8,18,0.9,0,0,18.972,0.98,0.61,1027,,7.617,963.6,967,1604.9,39.5,36.3,18.6,1,0,0,18.899,1.02,0.63,985.8,,7.617,965.7,969.1,1608.4,39.6,36.4,18.6,1,0,0,18.907,1.02,0.63,987.9
5/2/2023,Adults,7,E,,17.1,22.67,8.87,22.99,1703.5,1669.35,7.6128,7.67,848.1,851.1,1593.2,44.2,31.9,20.8,1.1,0,0,18.551,1.14,0.71,867.6,,7.693,801.9,804.7,1587.6,46.4,30.2,21.8,1.1,0,0,18.339,1.2,0.74,820.3,,7.693,804.3,807.2,1592.5,46.6,30.3,21.8,1.1,0,0,18.35,1.2,0.74,822.8
5/2/2023,Adults,7,F,,17.1,22.68,8.89,22.93,1705.37,1675.92,7.5808,7.648,895,898.2,1599.9,42.3,33.7,19.9,1,0,0,18.722,1.09,0.67,915.6,,7.659,872.4,875.5,1597.5,43.2,32.9,20.3,1.1,0,0,18.643,1.12,0.69,892.5,,7.659,873.6,876.7,1599.7,43.3,32.9,20.3,1.1,0,0,18.648,1.12,0.69,893.7
5/3/2023,Adults,7.5,D,,16.1,24.97,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,7.5,E,,16.1,24.77,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,7.5,F,,16.1,24.88,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,8,D,,16.2,25.06,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,8,E,,16.2,25.03,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,8,F,,16.2,24.91,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,7,C,,16.3,24.92,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,7,E,,16.2,24.98,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2023,Adults,7,F,,16.2,25.04,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7.5,D,,17.2,25.31,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7.5,E,,17.2,25.32,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7.5,F,,17.2,25.11,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,8,D,,17.2,25.37,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,8,E,,17.2,25.37,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,8,F,,17.2,25.37,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7,C,,17.2,25.33,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7,E,,17.2,25.33,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2023,Adults,7,F,,17.2,25.33,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7.5,D,,17.2,24.4,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7.5,E,,17.3,24.39,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7.5,F,,17.2,24.3,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,8,D,,17.2,24.42,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,8,E,,17.2,24.43,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,8,F,,17.2,24.43,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7,C,,17.2,24.42,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7,E,,17.2,24.39,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2023,Adults,7,F,,17.2,24.41,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7.5,D,,17.2,24.38,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7.5,E,,17.2,24.15,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7.5,F,,17.2,24.36,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,8,D,,17.2,24.41,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,8,E,,17.2,24.43,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,8,F,,17.2,24.3,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7,C,,17.2,24.39,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7,E,,17.2,24.39,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,Adults,7,F,,17.2,24.63,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7.5,D,,15.9,25.77,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7.5,E,,15.9,25.74,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7.5,F,,15.9,25.59,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,8,D,,16,25.69,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,8,E,,16,25.25,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,8,F,,15.9,25.58,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7,C,,15.9,25.68,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7,E,,15.9,25.71,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2023,Adults,7,F,,15.9,25.7,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7.5,D,,16.8,25.53,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7.5,E,,16.9,25.49,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7.5,F,,16.9,25.47,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,8,D,,16.8,25.57,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,8,E,,16.8,25.58,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,8,F,,16.8,25.55,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7,C,,16.8,25.52,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7,E,,16.8,25.52,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,Adults,7,F,,16.8,25.53,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2023,Adults,7.5,D,,16.3,26.13,9.48,23.07,1912.88,1851.35,7.6848,7.736,776.8,779.5,1760.9,61,29.4,28.6,1.3,0,0,17.319,1.54,0.97,793.8,,7.78,695.8,698.3,1746.1,67,26.3,31.4,1.4,0,0,16.715,1.69,1.06,711.1,,7.78,700.3,702.8,1757.4,67.4,26.5,31.4,1.4,0,0,16.74,1.7,1.07,715.7
5/9/2023,Adults,7.5,E,,16.3,26.12,9.45,23.11,1906.94,1851.67,7.6839,7.713,820.5,823.5,1762.7,57.9,31.1,27.3,1.2,0,0,17.6,1.46,0.92,838.6,,7.78,694.3,696.8,1740.8,66.7,26.3,31.4,1.4,0,0,16.711,1.68,1.06,709.6,,7.78,701.1,703.6,1757.8,67.4,26.5,31.4,1.4,0,0,16.748,1.7,1.07,716.5
5/9/2023,Adults,7.5,F,,16.3,26.11,9.44,23.03,1905.91,1848.62,7.6823,7.721,804.2,807.1,1759.4,58.8,30.4,27.7,1.2,0,0,17.505,1.48,0.93,821.9,,7.777,698.9,701.4,1740.8,66.3,26.5,31.2,1.4,0,0,16.753,1.67,1.05,714.2,,7.777,704.6,707.1,1755.1,66.8,26.7,31.2,1.4,0,0,16.784,1.69,1.06,720.1
5/9/2023,Adults,8,D,,16.2,26.06,9.4,23.24,1902.24,1801.02,7.838,7.88,537.8,539.7,1699,81.6,20.4,38.3,1.7,0,0,15.206,2.06,1.29,549.6,,7.942,459.3,461,1671.9,92.5,17.4,43.4,2,0,0,14.216,2.33,1.46,469.4,,7.942,464.3,465.9,1689.9,93.5,17.6,43.4,2,0,0,14.253,2.36,1.48,474.4
5/9/2023,Adults,8,E,,16.2,26.2,9.4,22.91,1907.54,1799.16,7.84,7.901,510.7,512.5,1694.1,85.7,19.4,40.3,1.8,0,0,14.835,2.16,1.36,521.9,,7.939,463.3,464.9,1677,92.5,17.6,43.5,2,0,0,14.226,2.33,1.46,473.4,,7.939,466.4,468,1688.3,93.1,17.7,43.5,2,0,0,14.25,2.35,1.47,476.6
5/9/2023,Adults,8,F,,16.3,26.14,9.28,22.91,1903.51,1790.47,7.8704,7.916,491.1,492.9,1683.6,88.3,18.6,41.5,1.9,0,0,14.581,2.23,1.4,501.9,,7.969,428.6,430.2,1659,98.2,16.2,46,2.2,0,0,13.739,2.48,1.55,438.1,,7.969,432.8,434.3,1675,99.1,16.4,46,2.2,0,0,13.772,2.5,1.57,442.3
5/9/2023,Adults,7,C,,16.3,26.11,9.08,23,1903.76,1872.55,7.5964,7.618,1034.3,1038,1786.3,47.1,39.1,22.3,1,0,0,18.478,1.19,0.75,1057,,7.688,871.7,874.8,1767.3,54.8,33,25.8,1.1,0,0,17.88,1.38,0.87,890.9,,7.688,879.9,883.1,1784,55.3,33.3,25.8,1.1,0,0,17.915,1.39,0.88,899.3
5/9/2023,Adults,7,E,,16.2,26.13,9.04,23,1906.62,1873.71,7.5978,7.626,1015.4,1019,1787.3,47.9,38.5,22.6,1,0,0,18.445,1.21,0.76,1037.6,,7.691,866.4,869.4,1769.5,55,32.9,26,1.1,0,0,17.873,1.39,0.87,885.3,,7.691,873.9,877.1,1785,55.5,33.2,26,1.1,0,0,17.905,1.4,0.88,893
5/9/2023,Adults,7,F,,16.3,26.13,9.07,23.01,1904.3,1883.53,7.5594,7.576,1147.8,1151.9,1797.1,43,43.4,20.3,0.9,0,0,18.68,1.09,0.68,1173,,7.65,958,961.4,1778.5,50.5,36.3,23.8,1,0,0,18.241,1.27,0.8,979.1,,7.65,967.4,970.9,1795.9,51,36.6,23.8,1,0,0,18.277,1.29,0.81,988.7
5/10/2023,Adults,7.5,D,,17.2,25.98,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,7.5,E,,17.2,25.99,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,7.5,F,,17.2,25.98,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,8,D,,17.1,25.89,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,8,E,,17.2,25.63,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,8,F,,17.3,25.92,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,7,C,,17.1,25.98,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,7,E,,17.1,25.99,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2023,Adults,7,F,,17.1,26,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7.5,D,,17.1,25.89,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7.5,E,,17,25.98,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7.5,F,,17,25.96,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,8,D,,17.2,25.81,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,8,E,,17.5,25.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,8,F,,17.2,25.9,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7,C,,17,25.97,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7,E,,17,25.86,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2023,Adults,7,F,,17,26.01,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7.5,D,,17,26.27,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7.5,E,,17,26.26,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7.5,F,,17,26.28,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,8,D,,17.1,26.23,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,8,E,,17.4,25.97,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,8,F,,17,26.24,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7,C,,17,26.25,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7,E,,17,26.26,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,Adults,7,F,,17,26.23,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7.5,D,,17.2,26.22,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7.5,E,,17.4,26.2,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7.5,F,,17.3,26.09,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,8,D,,17.2,26.31,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,8,E,,17.1,26.18,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,8,F,,17.1,26.27,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7,C,,17.1,26.29,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7,E,,17.2,26.29,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,Adults,7,F,,17.3,26.26,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7.5,D,,17.1,26.14,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7.5,E,,17,26.13,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7.5,F,,17,26.1,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,8,D,,17.1,26.13,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,8,E,,17.1,26.01,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,8,F,,17.1,26.15,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7,C,,17.3,26.35,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7,E,,17.3,26.17,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,Adults,7,F,,17.2,26.17,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7.5,D,,16.9,26.29,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7.5,E,,16.9,26.18,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7.5,F,,16.8,26.29,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,8,D,,16.8,26.26,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,8,E,,16.8,26.29,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,8,F,,16.9,26.29,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7,C,,16.9,26.29,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7,E,,16.9,26.23,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,Adults,7,F,,16.9,26.3,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2023,Adults,7.5,D,,17.1,25.7,9.36,22.62,1904.7,1859.72,7.6731,7.667,924.2,927.4,1772.1,53.4,34.2,24.7,1.2,0,0,18.032,1.35,0.85,945.4,,7.75,752.3,754.9,1746.5,63.7,27.9,29.4,1.4,0,0,17.046,1.61,1.01,769.5,,7.75,761.1,763.8,1767.1,64.5,28.2,29.4,1.4,0,0,17.09,1.63,1.02,778.6
5/16/2023,Adults,7.5,E,,17.1,25.9,9.21,22.57,1908.03,1856.73,7.6837,7.689,875.3,878.4,1768,56.3,32.4,26.2,1.2,0,0,17.747,1.43,0.9,895.4,,7.761,733.1,735.7,1745.1,65.5,27.1,30.4,1.4,0,0,16.844,1.66,1.04,749.9,,7.761,740.6,743.2,1763.1,66.2,27.4,30.4,1.4,0,0,16.883,1.68,1.05,757.6
5/16/2023,Adults,7.5,F,,17.1,25.84,9.19,22.64,1905.38,1854.66,7.6781,7.688,877.5,880.6,1766.2,56,32.5,26,1.2,0,0,17.776,1.42,0.89,897.6,,7.756,741.3,743.9,1744.6,64.7,27.4,30,1.4,0,0,16.926,1.64,1.03,758.3,,7.756,748.5,751.2,1761.6,65.3,27.7,30,1.4,0,0,16.962,1.65,1.04,765.7
5/16/2023,Adults,8,D,,16.9,26.02,9.22,22.64,1900.82,1807.18,7.8242,7.845,588.9,591,1707.7,77.6,21.9,36.2,1.7,0,0,15.573,1.96,1.23,602.3,,7.908,501.3,503.1,1681,88.3,18.6,41.2,2,0,0,14.567,2.23,1.4,512.7,,7.908,506.7,508.5,1699,89.3,18.8,41.2,2,0,0,14.605,2.26,1.42,518.2
5/16/2023,Adults,8,E,,17,26,9.06,22.23,1904.56,1805.09,7.8532,7.863,564,566,1703.2,81,20.9,37.6,1.8,0,0,15.274,2.05,1.29,576.8,,7.93,474.9,476.6,1673.7,92.8,17.6,43.1,2.1,0,0,14.2,2.35,1.47,485.7,,7.93,480.5,482.2,1693.3,93.9,17.8,43.1,2.1,0,0,14.241,2.38,1.49,491.4
5/16/2023,Adults,8,F,,17,25.94,8.95,22.65,1901.05,1799.17,7.8367,7.873,550.2,552.1,1696.5,82.2,20.4,38.2,1.8,0,0,15.139,2.08,1.31,562.7,,7.92,487.5,489.2,1675.8,90.6,18.1,42,2.1,0,0,14.382,2.29,1.44,498.6,,7.92,491.5,493.2,1689.6,91.3,18.2,42,2.1,0,0,14.412,2.31,1.45,502.7
5/16/2023,Adults,7,C,,17,26.01,8.79,22.65,1910.8,1902.49,7.5501,7.517,1333.4,1338.1,1814.2,38.9,49.5,18.1,0.8,0,0,18.703,0.98,0.62,1363.8,,7.625,1024.3,1027.9,1788.6,49.2,38,22.9,1,0,0,18.335,1.24,0.78,1047.7,,7.625,1039,1042.6,1814.1,49.9,38.5,22.9,1,0,0,18.385,1.26,0.79,1062.6
5/16/2023,Adults,7,E,,17,25.87,8.86,22.69,1906.75,1891.18,7.6176,7.548,1235.6,1239.9,1804,41.3,45.9,19.3,0.9,0,0,18.714,1.05,0.66,1263.8,,7.696,860.9,864,1765.5,56.8,32,26.4,1.2,0,0,17.707,1.44,0.9,880.6,,7.696,878,881.1,1800.6,58,32.6,26.4,1.2,0,0,17.78,1.47,0.92,898.1
5/16/2023,Adults,7,F,,17,26,8.71,22.59,1899.67,1866.35,7.686,7.619,1035.3,1038.9,1779.8,48.2,38.4,22.6,1,0,0,18.365,1.22,0.76,1058.9,,7.765,721.4,723.9,1736,65.7,26.8,30.7,1.4,0,0,16.763,1.66,1.04,737.8,,7.765,736.3,738.9,1771.9,67.1,27.3,30.7,1.4,0,0,16.841,1.7,1.07,753
5/17/2023,Adults,7.5,D,,17.1,26.06,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
