Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Condition_index_drywtRatio_Walne1976,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,TotalAFDW_g,Condition_index_TotalADFW_div_length,notes,,,,,About data...,,
2/28/2022,8,G,8_G,23,159,159,1.2488,2.1362,0.8874,159,0.4148,0.586,0.1712,NA,NA,NA,NA,NA,NA,1.0586,19.29231463,NA,NA,NA,1.322,0.1514,6.582608696,used for dry weights and condition only,,,,,,,
2/28/2022,8,H,8_H,22.95,160,160,1.2725,2.2233,0.9508,160,0.4072,0.5729,0.1657,NA,NA,NA,NA,NA,NA,1.1165,17.42742953,NA,NA,NA,1.3761,0.1476,6.431372549,used for dry weights and condition only,,,,,,,
2/28/2022,8,H,8_H,15.55,161,161,1.2724,1.5764,0.304,161,0.4167,0.4693,0.0526,NA,NA,NA,NA,NA,NA,0.3566,17.30263158,NA,NA,NA,0.726,0.0473,3.041800643,used for dry weights and condition only,,,,,,,
2/28/2022,8,H,8_H,20.08,162,162,1.2676,2.0072,0.7396,162,0.4207,0.5491,0.1284,NA,NA,NA,NA,NA,NA,0.868,17.36073553,NA,NA,NA,1.1744,0.1143,5.692231076,used for dry weights and condition only,,,,,,,
2/28/2022,8,H,8_H,16.25,163,163,1.2475,1.6283,0.3808,163,0.4181,0.4848,0.0667,NA,NA,NA,NA,NA,NA,0.4475,17.5157563,NA,NA,NA,0.8047,0.0609,3.747692308,used for dry weights and condition only,,,,,,,
2/28/2022,8,H,8_H,17.4,164,164,1.2616,1.6656,0.404,164,0.4127,0.4708,0.0581,NA,NA,NA,NA,NA,NA,0.4621,14.38118812,NA,NA,NA,0.8323,0.0425,2.442528736,used for dry weights and condition only,,,,,,,
2/28/2022,8,D,8_D,18.1,165,165,1.2625,1.8193,0.5568,165,0.4156,0.5032,0.0876,NA,NA,NA,NA,NA,NA,0.6444,15.73275862,NA,NA,NA,0.9821,0.0779,4.303867403,used for dry weights and condition only,,,,,,,
2/28/2022,8,D,8_D,15.8,166,166,1.2578,1.6444,0.3866,166,0.4092,0.4708,0.0616,NA,NA,NA,NA,NA,NA,0.4482,15.93378169,NA,NA,NA,0.8041,0.0533,3.373417722,used for dry weights and condition only,,,,,,,
2/28/2022,8,D,8_D,17.1,167,167,1.2754,1.7606,0.4852,167,0.4189,0.4886,0.0697,NA,NA,NA,NA,NA,NA,0.5549,14.36521022,NA,NA,NA,0.9104,0.0634,3.707602339,used for dry weights and condition only,,,,,,,
2/28/2022,8,D,8_D,15.75,168,168,1.2819,1.581,0.2991,168,0.4124,0.4652,0.0528,NA,NA,NA,NA,NA,NA,0.3519,17.65295888,NA,NA,NA,0.717,0.0473,3.003174603,used for dry weights and condition only,,,,,,,
2/28/2022,8,D,8_D,23.95,169,169,1.2602,2.2583,0.9981,169,0.4122,0.6069,0.1947,NA,NA,NA,NA,NA,NA,1.1928,19.50706342,NA,NA,NA,1.4344,0.1706,7.123173278,used for dry weights and condition only,,,,,,,
2/28/2022,8,F,8_F,18.4,170,170,1.2704,1.8211,0.5507,170,0.4131,0.5033,0.0902,NA,NA,NA,NA,NA,NA,0.6409,16.3791538,NA,NA,NA,0.9656,0.0884,4.804347826,used for dry weights and condition only,,,,,,,
2/28/2022,8,F,8_F,18.9,171,171,1.2619,1.8239,0.562,171,0.4152,0.5048,0.0896,NA,NA,NA,NA,NA,NA,0.6516,15.9430605,NA,NA,NA,0.987,0.0798,4.222222222,used for dry weights and condition only,,,,,,,
2/28/2022,8,F,8_F,15.9,172,172,1.2483,1.6125,0.3642,172,0.4141,0.4766,0.0625,NA,NA,NA,NA,NA,NA,0.4267,17.1609006,NA,NA,NA,0.7858,0.055,3.459119497,used for dry weights and condition only,,,,,,,
2/28/2022,8,F,8_F,15.1,173,173,1.2582,1.5618,0.3036,173,0.4099,0.4576,0.0477,NA,NA,NA,NA,NA,NA,0.3513,15.71146245,NA,NA,NA,0.7177,0.0435,2.880794702,used for dry weights and condition only,,,,,,,
2/28/2022,8,F,8_F,19.85,174,174,1.2634,1.7954,0.532,174,0.408,0.5082,0.1002,NA,NA,NA,NA,NA,NA,0.6322,18.83458647,NA,NA,NA,0.955,0.0852,4.292191436,used for dry weights and condition only,,,,,,,
2/28/2022,8,E,8_E,15,175,175,1.2598,1.5296,0.2698,175,0.4184,0.462,0.0436,NA,NA,NA,NA,NA,NA,0.3134,16.16011861,NA,NA,NA,0.6939,0.0379,2.526666667,used for dry weights and condition only,,,,,,,
2/28/2022,8,E,8_E,19.3,176,176,1.2597,1.8197,0.56,176,0.4141,0.5231,0.109,NA,NA,NA,NA,NA,NA,0.669,19.46428571,NA,NA,NA,0.9915,0.0916,4.74611399,used for dry weights and condition only,,,,,,,
2/28/2022,8,E,8_E,21,177,177,1.2609,1.9841,0.7232,177,0.4144,0.5458,0.1314,NA,NA,NA,NA,NA,NA,0.8546,18.16924779,NA,NA,NA,1.1577,0.1113,5.3,used for dry weights and condition only,,,,,,,
2/28/2022,8,E,8_E,17.7,178,178,1.2516,1.6413,0.3897,178,0.4129,0.4809,0.068,NA,NA,NA,NA,NA,NA,0.4577,17.44931999,NA,NA,NA,0.8111,0.0595,3.361581921,used for dry weights and condition only,,,,,,,
2/28/2022,8,E,8_E,17.85,179,179,1.2683,1.7627,0.4944,179,0.4086,0.4902,0.0816,NA,NA,NA,NA,NA,NA,0.576,16.50485437,NA,NA,NA,0.9124,0.0722,4.044817927,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,B,7.5_B,21.1,180,180,1.2636,2.0274,0.7638,180,0.4094,0.539,0.1296,NA,NA,NA,NA,NA,NA,0.8934,16.96779262,NA,NA,NA,1.189,0.1138,5.393364929,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,B,7.5_B,16.3,181,181,1.2575,1.638,0.3805,181,0.4127,0.4695,0.0568,NA,NA,NA,NA,NA,NA,0.4373,14.92772668,NA,NA,NA,0.8011,0.0489,3,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,B,7.5_B,19.4,182,182,1.2603,1.8395,0.5792,182,0.4156,0.5235,0.1079,NA,NA,NA,NA,NA,NA,0.6871,18.62914365,NA,NA,NA,1.0074,0.0953,4.912371134,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,B,7.5_B,15.5,183,183,1.2624,1.5649,0.3025,183,0.414,0.47,0.056,NA,NA,NA,NA,NA,NA,0.3585,18.51239669,NA,NA,NA,0.7199,0.0526,3.393548387,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,B,7.5_B,18.3,184,184,1.2746,1.7833,0.5087,184,0.413,0.5009,0.0879,NA,NA,NA,NA,NA,NA,0.5966,17.27933949,NA,NA,NA,0.9304,0.0792,4.327868852,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,H,7.5_H,16.25,185,185,1.27,1.5535,0.2835,185,0.4117,0.4656,0.0539,NA,NA,NA,NA,NA,NA,0.3374,19.01234568,NA,NA,NA,0.7008,0.0483,2.972307692,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,H,7.5_H,20.05,186,186,1.2558,1.9912,0.7354,186,0.4081,0.5246,0.1165,NA,NA,NA,NA,NA,NA,0.8519,15.84171879,NA,NA,NA,1.1536,0.1064,5.306733167,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,H,7.5_H,17.8,187,187,1.2602,1.7446,0.4844,187,0.4094,0.482,0.0726,NA,NA,NA,NA,NA,NA,0.557,14.98761354,NA,NA,NA,0.8915,0.0749,4.207865169,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,H,7.5_H,20.07,188,188,1.2459,1.9294,0.6835,188,0.4103,0.5242,0.1139,NA,NA,NA,NA,NA,NA,0.7974,16.66422824,NA,NA,NA,1.105,0.1027,5.117090184,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,G,7.5_G,16.6,189,189,1.2741,1.6753,0.4012,189,0.4122,0.4761,0.0639,NA,NA,NA,NA,NA,NA,0.4651,15.92721834,NA,NA,NA,0.8175,0.0598,3.602409639,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,G,7.5_G,17.4,190,190,1.2493,1.7564,0.5071,190,0.4146,0.4937,0.0791,NA,NA,NA,NA,NA,NA,0.5862,15.59850128,NA,NA,NA,0.9281,0.0727,4.17816092,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,G,7.5_G,16.1,191,191,1.2591,1.6001,0.341,191,0.4131,0.4712,0.0581,NA,NA,NA,NA,NA,NA,0.3991,17.03812317,NA,NA,NA,0.759,0.0532,3.304347826,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,G,7.5_G,20.05,192,192,1.256,1.9034,0.6474,192,0.4149,0.5415,0.1266,NA,NA,NA,NA,NA,NA,0.774,19.55514365,NA,NA,NA,1.068,0.1209,6.029925187,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,G,7.5_G,18.6,193,193,1.2794,1.7927,0.5133,193,0.4087,0.5018,0.0931,NA,NA,NA,NA,NA,NA,0.6064,18.1375414,NA,NA,NA,0.9266,0.0885,4.758064516,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,C,7.5_C,15.8,194,194,1.2794,1.6343,0.3549,194,0.4176,0.4672,0.0496,NA,NA,NA,NA,NA,NA,0.4045,13.97576782,NA,NA,NA,0.7752,0.0469,2.96835443,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,C,7.5_C,17,195,195,1.2568,1.6572,0.4004,195,0.4187,0.4869,0.0682,NA,NA,NA,NA,NA,NA,0.4686,17.03296703,NA,NA,NA,0.8252,0.0621,3.652941176,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,C,7.5_C,20.05,196,196,1.2696,1.9574,0.6878,196,0.4159,0.5324,0.1165,NA,NA,NA,NA,NA,NA,0.8043,16.93806339,NA,NA,NA,1.1151,0.1051,5.241895262,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,C,7.5_C,19.05,197,197,1.2849,1.8719,0.587,197,0.4137,0.5122,0.0985,NA,NA,NA,NA,NA,NA,0.6855,16.7802385,NA,NA,NA,1.0164,0.0828,4.346456693,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,C,7.5_C,16,198,198,1.258,1.5434,0.2854,198,0.4184,0.4573,0.0389,NA,NA,NA,NA,NA,NA,0.3243,13.62999299,NA,NA,NA,0.7095,0.0332,2.075,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,F,7.5_F,16.9,199,199,1.2741,1.6298,0.3557,199,0.4132,0.4716,0.0584,NA,NA,NA,NA,NA,NA,0.4141,16.41833005,NA,NA,NA,0.7742,0.0531,3.142011834,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,F,7.5_F,16.6,200,200,1.2502,1.6338,0.3836,200,0.4101,0.4724,0.0623,NA,NA,NA,NA,NA,NA,0.4459,16.24087591,NA,NA,NA,0.7881,0.0679,4.090361446,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,F,7.5_F,20.04,201,201,1.2645,2.0112,0.7467,201,0.4081,0.5354,0.1273,NA,NA,NA,NA,NA,NA,0.874,17.04834606,NA,NA,NA,1.1661,0.116,5.788423154,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,F,7.5_F,19.8,202,202,1.2552,1.7865,0.5313,202,0.4086,0.5011,0.0925,NA,NA,NA,NA,NA,NA,0.6238,17.41012611,NA,NA,NA,0.9483,0.0841,4.247474747,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,F,7.5_F,16,203,203,1.2579,1.5649,0.307,203,0.4126,0.4673,0.0547,NA,NA,NA,NA,NA,NA,0.3617,17.81758958,NA,NA,NA,0.7253,0.049,3.0625,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,A,7.5_A,15.5,204,204,1.2651,1.5592,0.2941,204,0.4132,0.4629,0.0497,NA,NA,NA,NA,NA,NA,0.3438,16.89901394,NA,NA,NA,0.7119,0.0451,2.909677419,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,A,7.5_A,22.8,205,205,1.2648,2.31,1.0452,205,0.4074,0.5856,0.1782,NA,NA,NA,NA,NA,NA,1.2234,17.04936854,NA,NA,NA,1.4658,0.165,7.236842105,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,A,7.5_A,22.6,206,206,1.2606,2.3007,1.0401,206,0.4094,0.5735,0.1641,NA,NA,NA,NA,NA,NA,1.2042,15.7773291,NA,NA,NA,1.4629,0.1507,6.668141593,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,A,7.5_A,19.4,207,207,1.2584,1.8928,0.6344,207,0.4105,0.5231,0.1126,NA,NA,NA,NA,NA,NA,0.747,17.74905422,NA,NA,NA,1.0546,0.1029,5.304123711,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,A,7.5_A,20.9,208,208,1.2748,1.9699,0.6951,208,0.4103,0.5552,0.1449,NA,NA,NA,NA,NA,NA,0.84,20.84592145,NA,NA,NA,1.1202,0.1301,6.224880383,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,E,7.5_E,21.6,209,209,1.2673,2.0167,0.7494,209,0.409,0.5737,0.1647,NA,NA,NA,NA,NA,NA,0.9141,21.97758207,NA,NA,NA,1.1718,0.1513,7.00462963,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,E,7.5_E,21.05,210,210,1.2736,2.0375,0.7639,210,0.4112,0.5624,0.1512,NA,NA,NA,NA,NA,NA,0.9151,19.79316664,NA,NA,NA,1.1887,0.1376,6.536817102,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,E,7.5_E,19.65,211,211,1.2626,1.8084,0.5458,211,0.4087,0.511,0.1023,NA,NA,NA,NA,NA,NA,0.6481,18.74312935,NA,NA,NA,0.9631,0.0937,4.768447837,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,E,7.5_E,14.3,212,212,1.2593,1.5167,0.2574,212,0.4141,0.4549,0.0408,NA,NA,NA,NA,NA,NA,0.2982,15.85081585,NA,NA,NA,0.6733,0.039,2.727272727,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,D,7.5_D,18.3,213,213,1.2622,1.7232,0.461,213,0.4084,0.4866,0.0782,NA,NA,NA,NA,NA,NA,0.5392,16.96312364,NA,NA,NA,0.8722,0.0754,4.120218579,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,D,7.5_D,21.8,214,214,1.2426,2.1837,0.9411,214,0.4069,0.5827,0.1758,NA,NA,NA,NA,NA,NA,1.1169,18.68026777,NA,NA,NA,1.3601,0.1637,7.509174312,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,D,7.5_D,15.9,215,215,1.2704,1.5638,0.2934,215,0.4051,0.4585,0.0534,NA,NA,NA,NA,NA,NA,0.3468,18.200409,NA,NA,NA,0.7067,0.0452,2.842767296,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,D,7.5_D,16.45,216,216,1.2696,1.6286,0.359,216,0.4136,0.4763,0.0627,NA,NA,NA,NA,NA,NA,0.4217,17.46518106,NA,NA,NA,0.7803,0.055,3.343465046,used for dry weights and condition only,,,,,,,
2/28/2022,7.5,D,7.5_D,16.2,217,217,1.1661,1.4984,0.3323,217,0.4123,0.4639,0.0516,NA,NA,NA,NA,NA,NA,0.3839,15.52813723,NA,NA,NA,0.7511,0.0451,2.783950617,used for dry weights and condition only,,,,,,,
2/28/2022,8,C,8_C,15.2,218,218,1.1623,1.5169,0.3546,218,0.4182,0.4664,0.0482,NA,NA,NA,NA,NA,NA,0.4028,13.5927806,NA,NA,NA,0.7785,0.0425,2.796052632,used for dry weights and condition only,,,,,,,
2/28/2022,8,C,8_C,23.05,219,219,1.1618,2.0752,0.9134,219,0.4088,0.5617,0.1529,NA,NA,NA,NA,NA,NA,1.0663,16.73965404,NA,NA,NA,1.3312,0.1439,6.242950108,used for dry weights and condition only,,,,,,,
2/28/2022,8,C,8_C,16.2,220,220,1.1623,1.5042,0.3419,220,0.4125,0.4662,0.0537,NA,NA,NA,NA,NA,NA,0.3956,15.70634689,NA,NA,NA,0.762,0.0461,2.845679012,used for dry weights and condition only,,,,,,,
2/28/2022,8,C,8_C,22.05,221,221,1.1659,1.9503,0.7844,221,0.4104,0.5782,0.1678,NA,NA,NA,NA,NA,NA,0.9522,21.39214686,NA,NA,NA,1.2171,0.1455,6.598639456,used for dry weights and condition only,,,,,,,
2/28/2022,8,C,8_C,20.55,222,222,1.1562,1.8538,0.6976,222,0.4059,0.5281,0.1222,NA,NA,NA,NA,NA,NA,0.8198,17.51720183,NA,NA,NA,1.115,0.1107,5.386861314,used for dry weights and condition only,,,,,,,
3/16/2022,8,A,8_A,25.6,223,223,1.169,2.5414,1.3724,223,0.4062,0.5699,0.1637,223,2,0.4222,0.463,0.0408,0.249236408,1.5769,11.58363997,2.5191,0.4512,0.4317,1.4046,0.1723,6.73046875,used for dry weights and condition only,,,,,,,
3/16/2022,8,A,8_A,23.8,224,224,1.1763,2.0878,0.9115,224,0.4128,0.4968,0.084,224,1,0.4049,0.4621,0.0572,0.680952381,1.0527,8.671415299,2.0734,0.4352,0.4172,0.9318,0.1209,5.079831933,used for dry weights and condition only,,,,,,,
3/16/2022,8,A,8_A,22.3,225,225,1.1847,1.9644,0.7797,225,0.4035,0.5094,0.1059,225,2,0.4172,0.4632,0.046,0.434372049,0.9316,12.82548141,1.9513,0.4362,0.4266,0.8087,0.1229,5.511210762,used for dry weights and condition only,,,,,,,
3/16/2022,8,A,8_A,24.75,226,226,1.1681,2.2818,1.1137,226,0.4096,0.5602,0.1506,226,2,0.4105,0.4646,0.0541,0.359229748,1.3184,12.89604384,2.2621,0.4497,0.4215,1.1451,0.1733,7.002020202,used for dry weights and condition only,,,,,,,
3/16/2022,8,B,8_B,27.8,227,227,1.1704,2.4121,1.2417,227,0.4107,0.5924,0.1817,227,3,0.4156,0.5086,0.093,0.511832691,1.5164,13.61354612,2.3881,0.4548,0.4362,1.2824,0.234,8.417266187,used for dry weights and condition only,,,,,,,
3/16/2022,8,B,8_B,29.7,228,228,1.1736,3.0669,1.8933,228,0.4078,0.6546,0.2468,228,3,0.4166,0.5614,0.1448,0.586709887,2.2849,12.1093175,3.0366,0.4647,0.4459,1.9492,0.3357,11.3030303,used for dry weights and condition only,,,,,,,
3/16/2022,8,B,8_B,28.4,229,229,1.1909,2.6362,1.4453,229,0.4127,0.5793,0.1666,229,1,0.4192,0.519,0.0998,0.599039616,1.7117,10.78247363,2.6143,0.4515,0.4405,1.4835,0.2282,8.035211268,used for dry weights and condition only,,,,,,,
3/16/2022,8,C,8_C,26.3,230,230,1.1899,2.4954,1.3055,230,0.4172,0.5721,0.1549,230,1,0.411,0.4153,0.0043,0.027759845,1.4647,11.82623301,2.4748,0.4553,0.4119,1.3239,0.1408,5.353612167,used for dry weights and condition only,,,,,,,
3/16/2022,8,B,8_B,27.4,231,231,1.1651,2.6722,1.5071,231,0.4103,0.6185,0.2082,231,3,0.4147,0.4997,0.085,0.408261287,1.8003,13.07706802,2.6479,0.4583,0.4329,1.549,0.2513,9.171532847,used for dry weights and condition only,,,,,,,
3/16/2022,8,C,8_C,26.6,232,232,1.1646,2.5626,1.398,232,0.4093,0.5731,0.1638,232,2,0.4119,0.5059,0.094,0.573870574,1.6558,10.97855228,2.54,0.4502,0.4317,1.4361,0.2197,8.259398496,used for dry weights and condition only,,,,,,,
3/16/2022,8,C,8_C,26.4,233,233,1.1947,2.6602,1.4655,233,0.4143,0.5781,0.1638,233,2,0.4116,0.4418,0.0302,0.184371184,1.6595,10.951394,2.6348,0.4499,0.4193,1.4834,0.1761,6.670454545,used for dry weights and condition only,,,,,,,
3/16/2022,8,C,8_C,25,234,234,1.198,2.5135,1.3155,234,0.4179,0.5832,0.1653,234,2,0.4114,0.442,0.0306,0.185117967,1.5114,12.27991977,2.4915,0.4503,0.4176,1.3321,0.1793,7.172,used for dry weights and condition only,,,,,,,
3/16/2022,8,D,8_D,29.1,235,235,1.1612,2.8162,1.655,235,0.4159,0.6511,0.2352,235,.2/3,0.4103,0.534,0.1237,0.525935374,2.0139,13.2231405,2.7884,0.4648,0.4354,1.7012,0.3127,10.74570447,used for dry weights and condition only,,,,,,,
3/16/2022,8,D,8_D,26.1,236,236,1.1947,2.5025,1.3078,236,0.4098,0.5957,0.1859,236,2,0.4207,0.4581,0.0374,0.201183432,1.5311,13.81950639,2.4823,0.4532,0.4287,1.339,0.1921,7.360153257,used for dry weights and condition only,,,,,,,
3/16/2022,8,D,8_D,23,237,237,1.1697,2.1347,0.965,237,0.4118,0.5437,0.1319,237,1,0.4138,0.4201,0.0063,0.047763457,1.1032,13.57973849,2.1183,0.4403,0.4148,0.9781,0.1251,5.439130435,used for dry weights and condition only,,,,,,,
3/16/2022,8,D,8_D,28.95,238,238,1.2035,2.8397,1.6362,238,0.4117,0.632,0.2203,238,2,0.4198,0.5034,0.0836,0.379482524,1.9401,12.80962903,2.8137,0.4621,0.4361,1.6769,0.2632,9.091537133,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,A,7.5_A,26.1,239,239,1.1844,2.447,1.2626,239,0.4148,0.5992,0.1844,239,3,0.4123,0.5119,0.0996,0.540130152,1.5466,13.53692556,2.4237,0.4535,0.4344,1.3001,0.2465,9.444444444,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,A,7.5_A,26.4,240,240,1.2045,2.7102,1.5057,240,0.4074,0.5935,0.1861,240,.2/3,0.4131,0.4907,0.0776,0.416980118,1.7694,11.75393166,2.6866,0.4458,0.427,1.5344,0.235,8.901515152,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,A,7.5_A,25.8,241,241,1.1651,2.5751,1.41,241,0.418,0.6284,0.2104,241,3,0.4107,0.4898,0.0791,0.37595057,1.6995,14.12933987,2.5517,0.4646,0.4262,1.4487,0.2508,9.720930233,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,B,7.5_B,23.6,242,242,1.1756,2.1018,0.9262,242,0.4042,0.5259,0.1217,242,2,0.411,0.4535,0.0425,0.349219392,1.0904,12.56322907,2.0869,0.4322,0.4208,0.9491,0.1413,5.987288136,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,B,7.5_B,24,243,243,1.1645,2.0918,0.9273,243,0.4109,0.5386,0.1277,243,2,0.4119,0.4511,0.0392,0.30696946,1.0942,13.21262287,2.0763,0.4399,0.4206,0.9495,0.1447,6.029166667,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,B,7.5_B,22.6,244,244,1.1939,2.0846,0.8907,244,0.4119,0.5511,0.1392,244,.2/3,0.4196,0.4641,0.0445,0.319683908,1.0744,14.88451668,2.0715,0.4442,0.4289,0.9192,0.1552,6.867256637,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,C,7.5_C,27.8,245,245,1.158,2.7516,1.5936,245,0.4148,0.6148,0.2,245,3,0.4104,0.4989,0.0885,0.4425,1.8821,11.88989953,2.7246,0.465,0.4275,1.6339,0.2482,8.928057554,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,C,7.5_C,23.8,246,246,1.1653,2.1246,0.9593,246,0.4093,0.5601,0.1508,246,2,0.4143,0.4603,0.046,0.305039788,1.1561,15.00049736,2.1081,0.4394,0.4238,0.9824,0.1737,7.298319328,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,C,7.5_C,21.8,247,247,1.1677,1.946,0.7783,247,0.4108,0.5231,0.1123,247,2,0.4119,0.4429,0.031,0.276046305,0.9216,13.8761893,1.9348,0.4341,0.4182,0.7967,0.1249,5.729357798,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,D,7.5_D,24.1,248,248,1.1911,2.1571,0.966,248,0.4087,0.5459,0.1372,248,2,0.4062,0.4357,0.0295,0.215014577,1.1327,13.78201909,2.1409,0.4404,0.4123,0.9876,0.1451,6.020746888,used for dry weights and condition only,,,,,,,
3/16/2022,7.5,A,7.5_A,24.75,249,249,1.1881,2.3808,1.1927,249,0.4102,0.6004,0.1902,249,NA,0.4113,0.4776,0.0663,0.348580442,1.4492,15.10722796,,0.4553,0.4254,,,,,,,,,,,
3/16/2022,7.5,D,7.5_D,25.5,250,250,1.1867,2.4357,1.249,250,0.4153,0.5892,0.1739,250,2,0.4081,0.4409,0.0328,0.188614146,1.4557,13.5668591,,0.4569,0.4155,,,,,,,,,,,
3/16/2022,8,E,8_E,26.5,251,251,1.2,2.631,1.431,251,0.4077,0.5938,0.1861,251,2,0.4129,0.4416,0.0287,0.154218162,1.6458,12.74919504,,0.4554,0.4184,,,,,,,,,,,
3/16/2022,7.5,D,7.5_D,19.5,252,252,1.1676,1.7584,0.5908,252,0.4204,0.5009,0.0805,252,2,0.4106,0.422,0.0114,0.141614907,0.6827,13.36765194,,0.437,0.4128,,,,,,,,,,,
3/16/2022,8,E,8_E,30.4,253,253,1.1863,3.3403,2.154,253,0.4056,0.7001,0.2945,253,4,0.4118,0.5417,0.1299,0.441086587,2.5784,12.8946101,,0.4808,0.4406,,,,,,,,,,,
3/16/2022,8,F,8_F,21.4,254,254,1.1831,2.1019,0.9188,254,0.4124,0.5318,0.1194,254,0,0.4116,NA,0,0,1.0382,12.99521114,,0.4433,0.4112,,,,,,,,,,,
3/16/2022,7.5,B,7.5_B,22.5,255,255,1.1814,2.1282,0.9468,255,0.4111,0.5578,0.1467,255,2,0.4089,0.4644,0.0555,0.378323108,1.149,14.63633643,,0.4475,0.4219,,,,,,,,,,,
3/16/2022,8,G,8_G,29.6,256,256,1.1791,3.2771,2.098,256,0.4157,0.7437,0.328,256,3,0.4208,0.532,0.1112,0.33902439,2.5372,14.84700344,,0.4975,0.4491,,,,,,,,,,,
3/16/2022,8,E,8_E,29.4,257,257,1.1775,2.8734,1.6959,257,0.4149,0.6199,0.205,257,.1./2,0.4084,0.4275,0.0191,0.093170732,1.92,11.95335277,,0.4651,0.4126,,,,,,,,,,,
3/16/2022,7.5,C,7.5_C,21.3,258,258,1.172,1.9941,0.8221,258,0.4131,0.5306,0.1175,258,NA,0.4093,0.4438,0.0345,0.293617021,0.9741,13.71702078,,0.4391,0.417,,,,,,,,,,,
3/16/2022,8,H,8_H,27.1,259,259,1.1749,2.9574,1.7825,259,0.4073,0.6414,0.2341,259,3,0.4084,0.5316,0.1232,0.526270824,2.1398,12.28420003,,0.4746,0.4418,,,,,,,,,,,
3/16/2022,8,F,8_F,28.5,260,260,1.1942,2.687,1.4928,260,0.4086,0.6426,0.234,260,4,0.4126,0.5304,0.1178,0.503418803,1.8446,14.52874705,,0.4739,0.4443,,,,,,,,,,,
3/16/2022,7.5,E,7.5_E,24.9,261,261,1.169,2.3425,1.1735,261,0.406,0.5652,0.1592,261,2,0.4097,0.4263,0.0166,0.104271357,1.3493,13.37702714,,0.4525,0.414,,,,,,,,,,,
3/16/2022,8,G,8_G,22.2,262,262,1.1752,1.9438,0.7686,262,0.4121,0.5117,0.0996,262,2,0.4099,0.423,0.0131,0.131526104,0.8813,12.74146092,,0.4368,0.4134,,,,,,,,,,,
3/16/2022,8,F,8_F,25.4,263,263,1.1634,2.6078,1.4444,263,0.4074,0.5881,0.1807,263,2,0.4102,0.427,0.0168,0.092971776,1.6419,12.36654804,,0.4532,0.4143,,,,,,,,,,,
