Date,Age_DPF,Treatment,Replicate,Length_mm,Length_um
1/27/2023,164,Low OA,B,32.84,32840
1/27/2023,164,Low OA,B,20.12,20120
1/27/2023,164,Low OA,B,14.24,14240
1/27/2023,164,Low OA,B,27.26,27260
1/27/2023,164,Low OA,B,30.04,30040
1/27/2023,164,Low OA,B,22.42,22420
1/27/2023,164,Low OA,B,29.75,29750
1/27/2023,164,Low OA,B,19.05,19050
1/27/2023,164,Low OA,B,19.12,19120
1/27/2023,164,Low OA,B,34.97,34970
1/27/2023,164,Low OA,B,20.65,20650
1/27/2023,164,Low OA,B,10.94,10940
1/27/2023,164,Low OA,B,21.48,21480
1/27/2023,164,Low OA,B,30.52,30520
1/27/2023,164,Low OA,B,30,30000
1/27/2023,164,Low OA,B,23,23000
1/27/2023,164,Low OA,B,17.94,17940
1/27/2023,164,Low OA,B,23.23,23230
1/27/2023,164,Low OA,B,20.93,20930
1/27/2023,164,Low OA,B,22.08,22080
1/27/2023,164,Low OA,B,32.21,32210
1/27/2023,164,Low OA,B,26.08,26080
1/27/2023,164,Low OA,B,33.4,33400
1/27/2023,164,Low OA,B,31.19,31190
1/27/2023,164,Low OA,B,15.36,15360
1/27/2023,164,Low OA,C,30.5,30500
1/27/2023,164,Low OA,C,21.34,21340
1/27/2023,164,Low OA,C,18.77,18770
1/27/2023,164,Low OA,C,31.77,31770
1/27/2023,164,Low OA,C,26.41,26410
1/27/2023,164,Low OA,C,27.71,27710
1/27/2023,164,Low OA,C,29.41,29410
1/27/2023,164,Low OA,C,19.32,19320
1/27/2023,164,Low OA,C,20.35,20350
1/27/2023,164,Low OA,C,30.73,30730
1/27/2023,164,Low OA,C,22,22000
1/27/2023,164,Low OA,C,32.4,32400
1/27/2023,164,Low OA,C,14.28,14280
1/27/2023,164,Low OA,C,23.94,23940
1/27/2023,164,Low OA,C,21.16,21160
1/27/2023,164,Low OA,C,25,25000
1/27/2023,164,Low OA,C,29.48,29480
1/27/2023,164,Low OA,C,29.21,29210
1/27/2023,164,Low OA,C,6.59,6590
1/27/2023,164,Low OA,C,10.48,10480
1/27/2023,164,Low OA,C,25.59,25590
1/27/2023,164,Low OA,C,28.55,28550
1/27/2023,164,Low OA,C,29.98,29980
1/27/2023,164,Low OA,C,35.77,35770
1/27/2023,164,Low OA,C,16.72,16720
1/27/2023,164,Low OA,C,29.81,29810
1/27/2023,164,Low OA,C,33.87,33870
1/27/2023,164,Low OA,C,29.12,29120
1/27/2023,164,Low OA,C,28.63,28630
1/27/2023,164,Low OA,C,14.29,14290
1/27/2023,164,Low OA,C,24.5,24500
1/27/2023,164,Low OA,C,12.21,12210
1/27/2023,164,Low OA,C,34.84,34840
1/27/2023,164,Low OA,C,28.94,28940
1/27/2023,164,Low OA,C,18.22,18220
1/27/2023,164,Low OA,C,23.82,23820
1/27/2023,164,Low OA,C,17.33,17330
1/27/2023,164,Low OA,C,27.38,27380
1/27/2023,164,Low OA,C,25.34,25340
1/27/2023,164,Low OA,C,19.04,19040
1/27/2023,164,Low OA,C,19.12,19120
1/27/2023,164,Low OA,C,10.15,10150
1/27/2023,164,Low OA,C,16.1,16100
1/27/2023,164,Low OA,C,25.52,25520
1/27/2023,164,Low OA,C,32.9,32900
1/27/2023,164,Low OA,C,22.51,22510
1/27/2023,164,Low OA,C,27.23,27230
1/27/2023,164,Low OA,C,11.28,11280
1/27/2023,164,Low OA,C,9.89,9890
1/27/2023,164,Low OA,C,12.15,12150
1/27/2023,164,Low OA,C,22.24,22240
1/27/2023,164,Low OA,C,26.3,26300
1/27/2023,164,Low OA,C,19.26,19260
1/27/2023,164,Low OA,C,25.38,25380
1/27/2023,164,Low OA,C,28.14,28140
1/27/2023,164,Low OA,C,13.24,13240
1/27/2023,164,Low OA,C,23.51,23510
1/27/2023,164,Low OA,C,10.36,10360
1/27/2023,164,Low OA,C,29.52,29520
1/27/2023,164,Low OA,C,11.33,11330
1/27/2023,164,Low OA,C,17.83,17830
1/27/2023,164,Low OA,C,33.69,33690
1/27/2023,164,Low OA,C,19.66,19660
1/27/2023,164,Low OA,C,25.36,25360
1/27/2023,164,Low OA,C,9.67,9670
1/27/2023,164,Low OA,C,32.26,32260
1/27/2023,164,Low OA,C,32.03,32030
1/27/2023,164,Low OA,C,32.07,32070
1/27/2023,164,Low OA,C,22.65,22650
1/27/2023,164,Low OA,C,29.53,29530
1/27/2023,164,Low OA,C,30.62,30620
1/27/2023,164,Low OA,C,15.52,15520
1/27/2023,164,Low OA,C,29.32,29320
1/27/2023,164,Low OA,C,14.28,14280
1/27/2023,164,Low OA,C,23.91,23910
1/27/2023,164,Low OA,C,13.91,13910
1/27/2023,164,Low OA,D,27.44,27440
1/27/2023,164,Low OA,D,30.03,30030
1/27/2023,164,Low OA,D,28.7,28700
1/27/2023,164,Low OA,D,27.64,27640
1/27/2023,164,Low OA,D,32.25,32250
1/27/2023,164,Low OA,D,28.31,28310
1/27/2023,164,Low OA,D,36.61,36610
1/27/2023,164,Low OA,D,22.01,22010
1/27/2023,164,Low OA,D,22.75,22750
1/27/2023,164,Low OA,D,22.32,22320
1/27/2023,164,Low OA,D,23.71,23710
1/27/2023,164,Low OA,D,23.05,23050
1/27/2023,164,Low OA,D,35.13,35130
1/27/2023,164,Low OA,D,20.95,20950
1/27/2023,164,Low OA,D,27.89,27890
1/27/2023,164,Low OA,D,29.37,29370
1/27/2023,164,Low OA,D,22.1,22100
1/27/2023,164,Low OA,D,15.12,15120
1/27/2023,164,Low OA,D,22.87,22870
1/27/2023,164,Low OA,D,21.81,21810
1/27/2023,164,Low OA,D,14.34,14340
1/27/2023,164,Low OA,D,14.28,14280
1/27/2023,164,Low OA,D,27.22,27220
1/27/2023,164,Low OA,D,26.51,26510
1/27/2023,164,Low OA,D,14.85,14850
1/27/2023,164,Low OA,D,12.45,12450
1/27/2023,164,Low OA,D,19.59,19590
1/27/2023,164,Low OA,D,26.15,26150
1/27/2023,164,Low OA,D,32.55,32550
1/27/2023,164,Low OA,D,16.13,16130
1/27/2023,164,Low OA,D,17.53,17530
1/27/2023,164,Low OA,D,32.86,32860
1/27/2023,164,Low OA,D,22.04,22040
1/27/2023,164,Low OA,D,28.95,28950
1/27/2023,164,Low OA,D,20.49,20490
1/27/2023,164,Low OA,D,16.55,16550
1/27/2023,164,Low OA,D,22.67,22670
1/27/2023,164,Low OA,D,28.39,28390
1/27/2023,164,Low OA,D,12.49,12490
1/27/2023,164,Low OA,D,10.45,10450
1/27/2023,164,Low OA,D,12.34,12340
1/27/2023,164,Low OA,D,21.33,21330
1/27/2023,164,Low OA,D,23.99,23990
1/27/2023,164,Low OA,D,20.16,20160
1/27/2023,164,Low OA,D,14.58,14580
1/27/2023,164,Low OA,D,17.78,17780
1/27/2023,164,Low OA,D,26.01,26010
1/27/2023,164,Low OA,D,20.24,20240
1/27/2023,164,Low OA,D,27.5,27500
1/27/2023,164,Low OA,D,23.48,23480
1/27/2023,164,Low OA,D,28.73,28730
1/27/2023,164,Low OA,D,33.15,33150
1/27/2023,164,Low OA,D,18.85,18850
1/27/2023,164,Low OA,D,26.26,26260
1/27/2023,164,Low OA,D,16.92,16920
1/27/2023,164,Low OA,D,10.98,10980
1/27/2023,164,Low OA,D,19.86,19860
1/27/2023,164,Low OA,D,33.68,33680
1/27/2023,164,Low OA,D,14.03,14030
1/27/2023,164,Low OA,D,28.78,28780
1/27/2023,164,Low OA,D,25.37,25370
1/27/2023,164,Low OA,D,21.53,21530
1/27/2023,164,Low OA,D,13.51,13510
1/27/2023,164,Low OA,D,25.6,25600
1/27/2023,164,Low OA,D,26.7,26700
1/27/2023,164,Low OA,D,19.48,19480
1/27/2023,164,Low OA,D,27.47,27470
1/27/2023,164,Low OA,D,26.67,26670
1/27/2023,164,Low OA,D,22.41,22410
1/27/2023,164,Low OA,D,26.49,26490
1/27/2023,164,Low OA,D,24.75,24750
1/27/2023,164,Low OA,D,17.74,17740
1/27/2023,164,Low OA,D,12.26,12260
1/27/2023,164,Moderate OA,A,31.96,31960
1/27/2023,164,Moderate OA,A,31.82,31820
1/27/2023,164,Moderate OA,A,27.06,27060
1/27/2023,164,Moderate OA,A,29.93,29930
1/27/2023,164,Moderate OA,A,25.36,25360
1/27/2023,164,Moderate OA,A,30.58,30580
1/27/2023,164,Moderate OA,A,33.24,33240
1/27/2023,164,Moderate OA,A,28.22,28220
1/27/2023,164,Moderate OA,A,27.12,27120
1/27/2023,164,Moderate OA,A,26.93,26930
1/27/2023,164,Moderate OA,A,30.14,30140
1/27/2023,164,Moderate OA,A,20.84,20840
1/27/2023,164,Moderate OA,A,19.97,19970
1/27/2023,164,Moderate OA,A,14.49,14490
1/27/2023,164,Moderate OA,A,19.29,19290
1/27/2023,164,Moderate OA,A,20.14,20140
1/27/2023,164,Moderate OA,A,28.98,28980
1/27/2023,164,Moderate OA,A,26.07,26070
1/27/2023,164,Moderate OA,A,19.33,19330
1/27/2023,164,Moderate OA,A,21.12,21120
1/27/2023,164,Moderate OA,A,27.97,27970
1/27/2023,164,Moderate OA,A,28.02,28020
1/27/2023,164,Moderate OA,A,21.41,21410
1/27/2023,164,Moderate OA,A,23.77,23770
1/27/2023,164,Moderate OA,A,9.24,9240
1/27/2023,164,Moderate OA,A,12.7,12700
1/27/2023,164,Moderate OA,A,27.35,27350
1/27/2023,164,Moderate OA,A,17.56,17560
1/27/2023,164,Moderate OA,A,25.66,25660
1/27/2023,164,Moderate OA,A,25.68,25680
1/27/2023,164,Moderate OA,A,30.24,30240
1/27/2023,164,Moderate OA,A,33.07,33070
1/27/2023,164,Moderate OA,A,30.27,30270
1/27/2023,164,Moderate OA,A,25.58,25580
1/27/2023,164,Moderate OA,A,29.92,29920
1/27/2023,164,Moderate OA,A,31.47,31470
1/27/2023,164,Moderate OA,A,22.94,22940
1/27/2023,164,Moderate OA,A,23.95,23950
1/27/2023,164,Moderate OA,A,24.68,24680
1/27/2023,164,Moderate OA,A,22.16,22160
1/27/2023,164,Moderate OA,A,12.88,12880
1/27/2023,164,Moderate OA,A,10.47,10470
1/27/2023,164,Moderate OA,A,16.18,16180
1/27/2023,164,Moderate OA,A,19.25,19250
1/27/2023,164,Moderate OA,A,19.68,19680
1/27/2023,164,Moderate OA,A,35.35,35350
1/27/2023,164,Moderate OA,A,21.42,21420
1/27/2023,164,Moderate OA,A,19.99,19990
1/27/2023,164,Moderate OA,A,22.83,22830
1/27/2023,164,Moderate OA,A,22.14,22140
1/27/2023,164,Moderate OA,A,18.24,18240
1/27/2023,164,Moderate OA,A,14.14,14140
1/27/2023,164,Moderate OA,A,15.17,15170
1/27/2023,164,Moderate OA,A,16.96,16960
1/27/2023,164,Moderate OA,A,21.08,21080
1/27/2023,164,Moderate OA,A,13.17,13170
1/27/2023,164,Moderate OA,A,19.25,19250
1/27/2023,164,Moderate OA,A,15.33,15330
1/27/2023,164,Moderate OA,A,10.02,10020
1/27/2023,164,Moderate OA,A,25.72,25720
1/27/2023,164,Moderate OA,A,18.95,18950
1/27/2023,164,Moderate OA,A,23.72,23720
1/27/2023,164,Moderate OA,A,19.23,19230
1/27/2023,164,Moderate OA,A,10.02,10020
1/27/2023,164,Moderate OA,A,31.36,31360
1/27/2023,164,Moderate OA,A,8.88,8880
1/27/2023,164,Moderate OA,A,11.34,11340
1/27/2023,164,Moderate OA,A,15.66,15660
1/27/2023,164,Moderate OA,A,15.1,15100
1/27/2023,164,Moderate OA,A,22.42,22420
1/27/2023,164,Moderate OA,A,22.18,22180
1/27/2023,164,Moderate OA,A,21.69,21690
1/27/2023,164,Moderate OA,A,9.74,9740
1/27/2023,164,Moderate OA,A,30.34,30340
1/27/2023,164,Moderate OA,A,21.06,21060
1/27/2023,164,Moderate OA,A,27.03,27030
1/27/2023,164,Moderate OA,A,27.13,27130
1/27/2023,164,Moderate OA,A,24.01,24010
1/27/2023,164,Moderate OA,A,19.9,19900
1/27/2023,164,Moderate OA,A,20.26,20260
1/27/2023,164,Moderate OA,A,12.24,12240
1/27/2023,164,Moderate OA,A,29.01,29010
1/27/2023,164,Moderate OA,B,31.38,31380
1/27/2023,164,Moderate OA,B,32.44,32440
1/27/2023,164,Moderate OA,B,35.72,35720
1/27/2023,164,Moderate OA,B,29.57,29570
1/27/2023,164,Moderate OA,B,20.34,20340
1/27/2023,164,Moderate OA,B,22.68,22680
1/27/2023,164,Moderate OA,B,27.15,27150
1/27/2023,164,Moderate OA,B,21.3,21300
1/27/2023,164,Moderate OA,B,26.64,26640
1/27/2023,164,Moderate OA,B,19.45,19450
1/27/2023,164,Moderate OA,B,31.95,31950
1/27/2023,164,Moderate OA,B,28.48,28480
1/27/2023,164,Moderate OA,B,20.29,20290
1/27/2023,164,Moderate OA,B,17.7,17700
1/27/2023,164,Moderate OA,B,22.22,22220
1/27/2023,164,Moderate OA,B,25.51,25510
1/27/2023,164,Moderate OA,B,21.37,21370
1/27/2023,164,Moderate OA,B,27.35,27350
1/27/2023,164,Moderate OA,B,26.12,26120
1/27/2023,164,Moderate OA,B,15.52,15520
1/27/2023,164,Moderate OA,B,33.5,33500
1/27/2023,164,Moderate OA,B,14.36,14360
1/27/2023,164,Moderate OA,B,26.65,26650
1/27/2023,164,Moderate OA,B,21.01,21010
1/27/2023,164,Moderate OA,B,10.34,10340
1/27/2023,164,Moderate OA,B,32.54,32540
1/27/2023,164,Moderate OA,B,29.38,29380
1/27/2023,164,Moderate OA,B,12.61,12610
1/27/2023,164,Moderate OA,B,31.02,31020
1/27/2023,164,Moderate OA,B,24.75,24750
1/27/2023,164,Moderate OA,B,33.08,33080
1/27/2023,164,Moderate OA,B,29.02,29020
1/27/2023,164,Moderate OA,B,26.92,26920
1/27/2023,164,Moderate OA,B,20.18,20180
1/27/2023,164,Moderate OA,B,30.66,30660
1/27/2023,164,Moderate OA,B,29.31,29310
1/27/2023,164,Moderate OA,B,33.5,33500
1/27/2023,164,Moderate OA,B,27.87,27870
1/27/2023,164,Moderate OA,B,9.22,9220
1/27/2023,164,Moderate OA,B,26,26000
1/27/2023,164,Moderate OA,B,24.46,24460
1/27/2023,164,Moderate OA,B,21.5,21500
1/27/2023,164,Moderate OA,B,27.99,27990
1/27/2023,164,Moderate OA,B,27.72,27720
1/27/2023,164,Moderate OA,B,31.15,31150
1/27/2023,164,Moderate OA,B,31.9,31900
1/27/2023,164,Moderate OA,B,30.9,30900
1/27/2023,164,Moderate OA,B,24.23,24230
1/27/2023,164,Moderate OA,B,21.68,21680
1/27/2023,164,Moderate OA,B,35.01,35010
1/27/2023,164,Moderate OA,B,26.97,26970
1/27/2023,164,Moderate OA,B,29.93,29930
1/27/2023,164,Moderate OA,B,14.63,14630
1/27/2023,164,Moderate OA,B,27.33,27330
1/27/2023,164,Moderate OA,B,30.51,30510
1/27/2023,164,Moderate OA,B,18.25,18250
1/27/2023,164,Moderate OA,B,25.69,25690
1/27/2023,164,Moderate OA,B,33.95,33950
1/27/2023,164,Moderate OA,B,26.36,26360
1/27/2023,164,Moderate OA,B,23.56,23560
1/27/2023,164,Moderate OA,B,30.68,30680
1/27/2023,164,Moderate OA,B,14.19,14190
1/27/2023,164,Moderate OA,C,29.21,29210
1/27/2023,164,Moderate OA,C,20.95,20950
1/27/2023,164,Moderate OA,C,23.9,23900
1/27/2023,164,Moderate OA,C,21.75,21750
1/27/2023,164,Moderate OA,C,20.91,20910
1/27/2023,164,Moderate OA,C,24.56,24560
1/27/2023,164,Moderate OA,C,23,23000
1/27/2023,164,Moderate OA,C,23.53,23530
1/27/2023,164,Moderate OA,C,31.45,31450
1/27/2023,164,Moderate OA,C,24.33,24330
1/27/2023,164,Moderate OA,C,29.71,29710
1/27/2023,164,Moderate OA,C,30.84,30840
1/27/2023,164,Moderate OA,C,27.38,27380
1/27/2023,164,Moderate OA,C,27.79,27790
1/27/2023,164,Moderate OA,C,22.55,22550
1/27/2023,164,Moderate OA,C,17.54,17540
1/27/2023,164,Moderate OA,C,25.28,25280
1/27/2023,164,Moderate OA,C,27.26,27260
1/27/2023,164,Moderate OA,C,20.14,20140
1/27/2023,164,Moderate OA,C,29.41,29410
1/27/2023,164,Moderate OA,C,32.07,32070
1/27/2023,164,Moderate OA,C,32.15,32150
1/27/2023,164,Moderate OA,C,29.61,29610
1/27/2023,164,Moderate OA,C,28.55,28550
1/27/2023,164,Moderate OA,C,24.4,24400
1/27/2023,164,Moderate OA,C,29.01,29010
1/27/2023,164,Moderate OA,C,29.95,29950
1/27/2023,164,Moderate OA,C,29.95,29950
1/27/2023,164,Moderate OA,C,28.17,28170
1/27/2023,164,Moderate OA,C,24.54,24540
1/27/2023,164,Moderate OA,C,28.6,28600
1/27/2023,164,Moderate OA,C,27.94,27940
1/27/2023,164,Moderate OA,C,28.85,28850
1/27/2023,164,Moderate OA,C,21.44,21440
1/27/2023,164,Moderate OA,C,31.01,31010
1/27/2023,164,Moderate OA,C,22.69,22690
1/27/2023,164,Moderate OA,C,32.14,32140
1/27/2023,164,Moderate OA,C,27.99,27990
1/27/2023,164,Moderate OA,C,21.36,21360
1/27/2023,164,Moderate OA,C,23.77,23770
1/27/2023,164,Moderate OA,C,30.01,30010
1/27/2023,164,Moderate OA,C,28.84,28840
1/27/2023,164,Moderate OA,C,25.66,25660
1/27/2023,164,Moderate OA,C,28.83,28830
1/27/2023,164,Moderate OA,C,29.22,29220
1/27/2023,164,Moderate OA,C,21.64,21640
1/27/2023,164,Moderate OA,C,24.68,24680
1/27/2023,164,Moderate OA,C,28.44,28440
1/27/2023,164,Moderate OA,C,29.95,29950
1/27/2023,164,Moderate OA,C,17.69,17690
1/27/2023,164,Moderate OA,C,23.53,23530
1/27/2023,164,Moderate OA,C,26.22,26220
1/27/2023,164,Moderate OA,C,26.18,26180
1/27/2023,164,Moderate OA,C,28.68,28680
1/27/2023,164,Moderate OA,C,19.97,19970
1/27/2023,164,Moderate OA,C,23.72,23720
1/27/2023,164,Moderate OA,C,22.11,22110
1/27/2023,164,Moderate OA,C,26.48,26480
1/27/2023,164,Moderate OA,C,25.15,25150
1/27/2023,164,Moderate OA,C,13.77,13770
1/27/2023,164,Moderate OA,C,31.36,31360
1/27/2023,164,Moderate OA,C,28,28000
1/27/2023,164,Moderate OA,C,20.1,20100
1/27/2023,164,Moderate OA,C,27.3,27300
1/27/2023,164,Moderate OA,C,22.88,22880
1/27/2023,164,Moderate OA,C,20.51,20510
1/27/2023,164,Moderate OA,C,23.81,23810
1/27/2023,164,Moderate OA,C,21.25,21250
1/27/2023,164,Moderate OA,C,18.86,18860
1/27/2023,164,Moderate OA,C,24.97,24970
1/27/2023,164,Moderate OA,C,19.11,19110
1/27/2023,164,Moderate OA,C,17.86,17860
1/27/2023,164,Moderate OA,C,17.55,17550
1/27/2023,164,Moderate OA,C,16.65,16650
1/27/2023,164,Moderate OA,C,19.93,19930
1/27/2023,164,Moderate OA,C,11.69,11690
1/27/2023,164,Moderate OA,C,16.02,16020
1/27/2023,164,Moderate OA,D,18.83,18830
1/27/2023,164,Moderate OA,D,28.62,28620
1/27/2023,164,Moderate OA,D,30.39,30390
1/27/2023,164,Moderate OA,D,28.95,28950
1/27/2023,164,Moderate OA,D,25.54,25540
1/27/2023,164,Moderate OA,D,23.61,23610
1/27/2023,164,Moderate OA,D,28.67,28670
1/27/2023,164,Moderate OA,D,23.86,23860
1/27/2023,164,Moderate OA,D,28.51,28510
1/27/2023,164,Moderate OA,D,16.65,16650
1/27/2023,164,Moderate OA,D,24,24000
1/27/2023,164,Moderate OA,D,12.68,12680
1/27/2023,164,Moderate OA,D,25.9,25900
1/27/2023,164,Moderate OA,D,32.61,32610
1/27/2023,164,Moderate OA,D,21.4,21400
1/27/2023,164,Moderate OA,D,29,29000
1/27/2023,164,Moderate OA,D,24.97,24970
1/27/2023,164,Moderate OA,D,24.47,24470
1/27/2023,164,Moderate OA,D,27.18,27180
1/27/2023,164,Moderate OA,D,34.25,34250
1/27/2023,164,Moderate OA,D,24.84,24840
1/27/2023,164,Moderate OA,D,18.67,18670
1/27/2023,164,Moderate OA,D,26.15,26150
1/27/2023,164,Moderate OA,D,26.02,26020
1/27/2023,164,Moderate OA,D,22.44,22440
1/27/2023,164,Moderate OA,D,24.58,24580
1/27/2023,164,Moderate OA,D,31.61,31610
1/27/2023,164,Moderate OA,D,21.96,21960
1/27/2023,164,Moderate OA,D,26.11,26110
1/27/2023,164,Moderate OA,D,22.89,22890
1/27/2023,164,Moderate OA,D,18.23,18230
1/27/2023,164,Moderate OA,D,25.05,25050
1/27/2023,164,Moderate OA,D,18.33,18330
1/27/2023,164,Moderate OA,D,9.04,9040
1/27/2023,164,Moderate OA,D,23.04,23040
1/27/2023,164,Moderate OA,D,28.67,28670
1/27/2023,164,Moderate OA,D,25.53,25530
1/27/2023,164,Moderate OA,D,30.61,30610
1/27/2023,164,Moderate OA,D,28.48,28480
1/27/2023,164,Moderate OA,D,27.31,27310
1/27/2023,164,Moderate OA,D,22.57,22570
1/27/2023,164,Moderate OA,D,27.7,27700
1/27/2023,164,Moderate OA,D,14.63,14630
1/27/2023,164,Moderate OA,D,22.03,22030
1/27/2023,164,Moderate OA,D,28.89,28890
1/27/2023,164,Moderate OA,D,26.37,26370
1/27/2023,164,Moderate OA,D,24.03,24030
1/27/2023,164,Moderate OA,D,12.29,12290
1/27/2023,164,Moderate OA,D,24.76,24760
1/27/2023,164,Moderate OA,D,21.62,21620
1/27/2023,164,Moderate OA,D,26.26,26260
1/27/2023,164,Moderate OA,D,30.99,30990
1/27/2023,164,Moderate OA,D,8.65,8650
1/27/2023,164,Moderate OA,D,25.43,25430
1/27/2023,164,Moderate OA,D,23.49,23490
1/27/2023,164,Moderate OA,D,29.15,29150
1/27/2023,164,Moderate OA,D,28.24,28240
1/27/2023,164,Moderate OA,D,29.55,29550
1/27/2023,164,Moderate OA,D,28.4,28400
1/27/2023,164,Moderate OA,D,27.03,27030
1/27/2023,164,Moderate OA,D,30.3,30300
1/27/2023,164,Moderate OA,D,17.45,17450
1/27/2023,164,Moderate OA,D,21.64,21640
1/27/2023,164,Moderate OA,D,31.03,31030
1/27/2023,164,Moderate OA,D,29.75,29750
1/27/2023,164,Moderate OA,D,27.01,27010
1/27/2023,164,Moderate OA,D,29.17,29170
1/27/2023,164,Moderate OA,D,12.87,12870
1/27/2023,164,Moderate OA,D,18.33,18330
1/27/2023,164,Moderate OA,D,24.13,24130
1/27/2023,164,Moderate OA,D,29.85,29850
1/27/2023,164,Moderate OA,D,23.29,23290
1/27/2023,164,Moderate OA,D,23.09,23090
1/27/2023,164,Moderate OA,D,29.34,29340
1/27/2023,164,Moderate OA,D,22.12,22120
1/27/2023,164,Moderate OA,D,13.96,13960
1/27/2023,164,Moderate OA,D,13.44,13440
1/27/2023,164,Moderate OA,D,18.42,18420
1/27/2023,164,Moderate OA,D,9.04,9040
1/27/2023,164,Moderate OA,D,8.97,8970
1/27/2023,164,Moderate OA,D,19.24,19240
1/27/2023,164,High OA,A,34.24,34240
1/27/2023,164,High OA,A,16.97,16970
1/27/2023,164,High OA,A,30.69,30690
1/27/2023,164,High OA,A,31.68,31680
1/27/2023,164,High OA,A,26.04,26040
1/27/2023,164,High OA,A,26.88,26880
1/27/2023,164,High OA,A,28.12,28120
1/27/2023,164,High OA,A,25.32,25320
1/27/2023,164,High OA,A,35.46,35460
1/27/2023,164,High OA,A,20.81,20810
1/27/2023,164,High OA,A,29.02,29020
1/27/2023,164,High OA,A,25.94,25940
1/27/2023,164,High OA,A,9.55,9550
1/27/2023,164,High OA,A,19.74,19740
1/27/2023,164,High OA,A,22.45,22450
1/27/2023,164,High OA,A,26.04,26040
1/27/2023,164,High OA,A,21.27,21270
1/27/2023,164,High OA,A,26.73,26730
1/27/2023,164,High OA,A,26.85,26850
1/27/2023,164,High OA,A,7.77,7770
1/27/2023,164,High OA,A,17.71,17710
1/27/2023,164,High OA,A,29.73,29730
1/27/2023,164,High OA,A,26.68,26680
1/27/2023,164,High OA,A,35.8,35800
1/27/2023,164,High OA,A,27.62,27620
1/27/2023,164,High OA,A,24.47,24470
1/27/2023,164,High OA,A,20.34,20340
1/27/2023,164,High OA,A,29.48,29480
1/27/2023,164,High OA,A,14.1,14100
1/27/2023,164,High OA,A,23.39,23390
1/27/2023,164,High OA,A,16.1,16100
1/27/2023,164,High OA,A,16.13,16130
1/27/2023,164,High OA,A,15.6,15600
1/27/2023,164,High OA,A,23.14,23140
1/27/2023,164,High OA,A,26.8,26800
1/27/2023,164,High OA,A,26.2,26200
1/27/2023,164,High OA,A,33.38,33380
1/27/2023,164,High OA,A,23.47,23470
1/27/2023,164,High OA,A,22.2,22200
1/27/2023,164,High OA,A,21.49,21490
1/27/2023,164,High OA,A,30.15,30150
1/27/2023,164,High OA,A,25.58,25580
1/27/2023,164,High OA,A,20.34,20340
1/27/2023,164,High OA,A,25.45,25450
1/27/2023,164,High OA,A,25.42,25420
1/27/2023,164,High OA,A,24.01,24010
1/27/2023,164,High OA,A,8.91,8910
1/27/2023,164,High OA,A,30.59,30590
1/27/2023,164,High OA,A,29.32,29320
1/27/2023,164,High OA,A,16.58,16580
1/27/2023,164,High OA,A,24.39,24390
1/27/2023,164,High OA,A,29.96,29960
1/27/2023,164,High OA,A,15.89,15890
1/27/2023,164,High OA,A,17.37,17370
1/27/2023,164,High OA,A,22.92,22920
1/27/2023,164,High OA,A,14.61,14610
1/27/2023,164,High OA,A,27.83,27830
1/27/2023,164,High OA,A,32.09,32090
1/27/2023,164,High OA,A,21.02,21020
1/27/2023,164,High OA,A,22.91,22910
1/27/2023,164,High OA,A,25.64,25640
1/27/2023,164,High OA,A,24.3,24300
1/27/2023,164,High OA,A,23.89,23890
1/27/2023,164,High OA,A,14.97,14970
1/27/2023,164,High OA,A,32.97,32970
1/27/2023,164,High OA,A,29.71,29710
1/27/2023,164,High OA,A,23.31,23310
1/27/2023,164,High OA,A,32.72,32720
1/27/2023,164,High OA,A,19.22,19220
1/27/2023,164,High OA,A,18.21,18210
1/27/2023,164,High OA,A,34.02,34020
1/27/2023,164,High OA,A,25.64,25640
1/27/2023,164,High OA,A,18.05,18050
1/27/2023,164,High OA,A,8.75,8750
1/27/2023,164,High OA,A,26.34,26340
1/27/2023,164,High OA,A,24.32,24320
1/27/2023,164,High OA,A,13.81,13810
1/27/2023,164,High OA,A,12.21,12210
1/27/2023,164,High OA,B,28.2,28200
1/27/2023,164,High OA,B,22.67,22670
1/27/2023,164,High OA,B,30.42,30420
1/27/2023,164,High OA,B,25.79,25790
1/27/2023,164,High OA,B,32.48,32480
1/27/2023,164,High OA,B,31.02,31020
1/27/2023,164,High OA,B,25.76,25760
1/27/2023,164,High OA,B,25.9,25900
1/27/2023,164,High OA,B,27.35,27350
1/27/2023,164,High OA,B,31.89,31890
1/27/2023,164,High OA,B,16.04,16040
1/27/2023,164,High OA,B,15.31,15310
1/27/2023,164,High OA,B,27.54,27540
1/27/2023,164,High OA,B,30.88,30880
1/27/2023,164,High OA,B,20.84,20840
1/27/2023,164,High OA,B,24.72,24720
1/27/2023,164,High OA,B,27.64,27640
1/27/2023,164,High OA,B,27.29,27290
1/27/2023,164,High OA,B,16.5,16500
1/27/2023,164,High OA,B,19.3,19300
1/27/2023,164,High OA,B,16.73,16730
1/27/2023,164,High OA,B,27.47,27470
1/27/2023,164,High OA,B,19.99,19990
1/27/2023,164,High OA,B,20.25,20250
1/27/2023,164,High OA,B,9.41,9410
1/27/2023,164,High OA,B,20.6,20600
1/27/2023,164,High OA,B,11.16,11160
1/27/2023,164,High OA,B,27.38,27380
1/27/2023,164,High OA,B,34.19,34190
1/27/2023,164,High OA,B,19.16,19160
1/27/2023,164,High OA,B,17.42,17420
1/27/2023,164,High OA,B,21.23,21230
